index,titleId,title,types,averageRating,numVotes,isAdult,startYear,runtimeMinutes,genre1,genre2,genre 3
90,tt0241527,Harry Potter and the Philosopher's Stone,imdbDisplay,7.6,649957,0,2001,152,1,10,3
91,tt0242572,Kandukondain Kandukondain,imdbDisplay,7.6,2540,0,2000,151,2,5,99
92,tt0245412,Sant Thukaram,98,8.1,21,0,1963,156,98,99,99
93,tt0245990,Kali,98,6.2,64,0,1980,150,0,2,99
94,tt0246186,Raatshashan,98,7.3,87,0,1986,113,0,2,99
95,tt0248428,Shiva,98,8.1,3214,0,1989,161,0,7,2
96,tt0250567,Pillalu Techina Chalana Rajyam,98,8.2,5,0,1960,150,98,99,99
97,tt0250803,Veerapandiya Kattabomman,imdbDisplay,7.5,190,0,1959,201,16,2,17
98,tt0251107,Thalaivi,imdbDisplay,5.6,11,0,1997,136,2,99,99
99,tt0251355,Pesum Padam,98,8.7,3219,0,1987,125,6,5,99
100,tt0251690,Edhirum Pudhirum,imdbDisplay,5.5,19,0,2001,150,0,99,99
101,tt0251834,Megha Sandesam,98,7.5,58,0,1983,151,2,11,99
102,tt0254149,Athma,98,6,18,0,1993,150,98,99,99
105,tt0254213,Mathurkula Manikyam,98,6.6,7,0,1956,150,2,99,99
106,tt0255289,Sirai Chaalai,98,8.4,3672,0,1996,178,0,2,17
107,tt0256406,Bhagwan Balaji,98,8.4,48,0,1960,204,2,11,99
108,tt0256650,Prema Pasham,98,6.9,11,0,1956,178,2,10,99
109,tt0259324,Kalabhairavan,imdbDisplay,5.2,222658,0,2007,110,0,3,8
110,tt0259635,Thangaikkor Geetham,imdbDisplay,4.6,7,0,1983,150,98,99,99
111,tt0261095,Pattayilin Vetri,98,6.8,13,0,1960,150,98,99,99
112,tt0264145,Thooya Ullam,98,7.3,23,0,1964,174,2,99,99
113,tt0273429,Annakkili,98,7,17,0,1976,134,2,99,99
114,tt0273450,Bhadrakali,98,6.1,13,0,1976,139,98,99,99
115,tt0273529,Deepam,98,5.9,7,0,1977,150,98,99,99
116,tt0274594,Kadhal Rojave,imdbDisplay,5.2,13,0,2000,150,5,99,99
117,tt0274595,Kakai Siraginilae...,imdbDisplay,4.4,13,0,2000,150,98,99,99
119,tt0274789,Minsara Kanavu,98,6.9,1044,0,1997,153,6,2,11
120,tt0274792,Sattam En Kayyil,98,7,51,0,1978,150,2,99,99
121,tt0276244,Kaadhal Kavithai,imdbDisplay,5.9,37,0,1998,145,2,5,99
122,tt0276823,Bairavi,98,6.8,54,0,1978,150,2,99,99
123,tt0277557,Akal Vilakku,98,6.4,5,0,1979,120,98,99,99
124,tt0277748,Elamai Vunjaladugiradhu,98,6.9,110,0,1978,141,2,5,99
125,tt0279266,Netrikkan,98,7.1,229,0,1981,149,2,99,99
126,tt0283750,Jankil puk,imdbDisplay,7.6,1104,0,1989,24,1,12,10
127,tt0286716,Hulk,imdbDisplay,5.6,250936,0,2003,138,0,4,99
128,tt0288513,Enna Petha Raasa,98,5.2,9,0,1989,150,98,99,99
129,tt0290937,Ashokan,98,8.4,3635,0,1992,149,0,6,99
130,tt0307479,Solaris,imdbDisplay,6.2,78731,0,2002,99,2,14,5
131,tt0307837,Suyamariyaadhai,alternative,6.6,126,0,1995,150,7,2,14
132,tt0308395,Idhu Namma Aalu,imdbDisplay,7.4,76,0,1988,166,6,99,99
133,tt0311565,Ramu Nenapana Nagarhole,98,7.6,20,0,1977,170,10,99,99
134,tt0312859,Kannathil Muthamittal,alternative,8.4,7393,0,2002,136,0,2,9
135,tt0313951,Yejaman,98,6.6,560,0,1993,153,2,5,99
136,tt0314814,Ulle Veliye,imdbDisplay,5.3,12,0,1993,150,0,6,2
137,tt0316568,Sendhooram,98,3.2,5,0,1998,150,98,99,99
138,tt0318275,Adhsaya Piravi,98,6.9,316,0,1990,145,0,6,3
140,tt0318605,Rajavin Parvaiyile,imdbDisplay,6.5,332,0,1995,135,2,5,99
141,tt0318791,Unnai Vaazhthi Paadugiren,imdbDisplay,5.4,7,0,1992,123,98,99,99
142,tt0318983,Amman Kovil Kizhakale,98,6.8,59,0,1986,141,2,99,99
143,tt0318992,Anbulla Rajinikanth,imdbDisplay,6.3,157,0,1984,138,2,10,99
144,tt0319061,Periya Min,imdbDisplay,8,413715,0,2003,125,1,2,3
145,tt0319359,Enkitta Mothathe,98,6.4,9,0,1990,139,98,99,99
146,tt0319468,Guru Sishyan,98,7.2,366,0,1988,139,0,6,99
147,tt0320290,Pondatti Thevai,imdbDisplay,4.5,18,0,1990,148,98,99,99
148,tt0320523,Shri Raghavendrar,98,7.1,171,0,1985,153,16,2,99
149,tt0320602,Thalattu Padava,98,3.7,6,0,1990,150,98,99,99
150,tt0322902,Kadalikka Neramillai,imdbDisplay,8.1,361,0,1964,159,6,5,99
151,tt0323188,Karugkuyil Kundrathuk Kolai,98,6.6,5,0,1959,203,98,99,99
152,tt0323454,Neeya Nanna,98,6.6,7,0,1984,120,2,99,99
153,tt0323467,Oru Oddi Nadhiyagiradhu,98,4.7,7,0,1983,150,98,99,99
154,tt0324977,Allaudinum Arputha Vilakkum,alternative,6.6,160,0,1979,144,1,2,3
155,tt0331642,Rasigan,imdbDisplay,5.8,202,0,1994,140,0,5,99
156,tt0332338,Pudhiya Paadhai,imdbDisplay,6.9,62,0,1989,115,2,99,99
157,tt0339485,Parthale Paravasam,imdbDisplay,5.4,230,0,2001,146,6,99,99
158,tt0353922,Mighayelinte Santhathigal,98,6.6,5,0,1994,150,98,99,99
159,tt0360717,King Kong,imdbDisplay,7.2,388906,0,2005,187,0,1,2
160,tt0364647,Sandiyar,working,8.3,4416,0,2004,175,0,2,8
161,tt0368400,Vaali,imdbDisplay,7.9,2165,0,1999,158,5,8,99
162,tt0370032,Supergirl4,imdbDisplay,4.5,79263,0,2006,88,0,4,99
163,tt0370280,Andaman Kadali,98,6.2,18,0,1977,150,98,99,99
164,tt0373074,Mirattal Adi,imdbDisplay,7.7,126619,0,2004,99,0,6,3
165,tt0375571,Aayutha Ezhuthu,98,7.8,3316,0,2004,160,0,2,8
166,tt0376127,Anniyan,imdbDisplay,8.2,14309,0,2005,181,0,2,8
167,tt0378647,Ramanaa,alternative,8.2,1806,0,2002,140,0,2,99
168,tt0385928,Panchathantiram,imdbDisplay,8.1,3069,0,2002,150,6,2,99
169,tt0389712,Aayiram Thalai Vaangi Apoorva Chintamani,imdbDisplay,7.1,12,0,1947,150,98,99,99
170,tt0390376,Pop Corn,imdbDisplay,3.8,44,0,2003,126,98,99,99
171,tt0390685,Mayavi,alternative,6.9,60,0,1997,150,3,99,99
172,tt0407304,Ulakaṅkaḷiṉ pōr,imdbDisplay,6.5,414245,0,2005,116,1,4,8
173,tt0417011,Nerrukku Ner,imdbDisplay,7.1,1201,0,1997,178,0,2,5
174,tt0422689,Madhurey,98,4.4,1309,0,2004,145,0,99,99
175,tt0422934,Perazhagan,imdbDisplay,6.4,1076,0,2004,143,6,2,5
176,tt0447382,Kudaikul Mazhai,imdbDisplay,6.6,29,0,2005,120,98,99,99
177,tt0455578,Kana Kandaen,98,6.6,317,0,2005,146,5,8,99
178,tt0464071,Jill Endru Oru Kaadhal,working,6.9,2577,0,2006,175,2,5,99
179,tt0468569,Iravu Kavalan,imdbDisplay,9,2288140,0,2008,152,0,7,2
180,tt0479651,Dasavathaaram,98,7.2,8576,0,2008,188,0,1,4
182,tt0482677,Inainda Kaigal,working,7,30,0,1990,150,0,5,99
183,tt0485922,Aran,98,7.1,910,0,2006,130,0,2,9
184,tt0764655,Moondru Mugam,imdbDisplay,7.2,363,0,1982,150,0,2,99
185,tt0768708,Thavamai Thavamirundhu,98,7.8,482,0,2005,180,2,99,99
186,tt0769499,Aadhi,imdbDisplay,3.8,1454,0,2006,167,0,2,8
187,tt0779745,Mosagalluku Mosagadu,98,8.3,58,0,1971,150,1,99,99
188,tt0782695,Manasellam,alternative,4.6,60,0,2003,150,6,99,99
189,tt0800320,Marmadesam,imdbDisplay,5.8,269632,0,2010,106,0,1,3
190,tt0810469,Vaanathaippola,imdbDisplay,7,231,0,2000,150,2,11,5
191,tt0876563,Ponyo,imdbDisplay,7.7,123952,0,2008,101,1,12,6
192,tt0881894,Attakasam,98,6.3,1144,0,2004,157,0,2,99
194,tt0888503,Imsai Arasan 23am Pulikesi,98,7.7,1042,0,2006,142,6,99,99
195,tt0924317,Vijayan,alternative,7.3,3463,0,2007,185,0,6,3
196,tt0938283,Ulaga Nayagan,alternative,4,151975,0,2010,103,0,1,10
197,tt0948462,Priyamaanavale,imdbDisplay,6.9,1128,0,2000,169,2,5,99
